"SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
13.753,18.068,0,7.173,4.15,3.737,0,16.773
126,114,162.688,89,135.986,192.052,81.002,95
0,0,0,1,0,1,0,0
305.439,347.547,276.908,150.602,182.455,403.673,266.431,224.93
46.368,34.028,32.096,31.138,34.457,91.318,36.235,43.116
383.378,218.023,454.692,205.792,325.378,380.965,366.627,305.049
126,126,134,73,116,111,110,131
383.98,400.371,533.001,298,403.277,503.238,312.004,354.401
0,19.3,0,0,0,0,0,0
235.451,180.879,250.918,94.351,223.893,271.953,155.927,120.054
86.647,73.795,58.805,52.692,99.763,149.396,48.866,74.675
540.223,356.278,874.659,175.944,1204.646,891.536,467.946,386.991
124.336,72.512,142.831,38.287,114.633,92.435,63.381,54.316
9,5.296,10.239,10,10.43,7,16,7
0,0,0,0,0,0,0,0
4,2,0,0,0,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0
380.859,352.323,428.145,279.077,403.95,408.13,334.868,323.563
1059.87,1156.848,1387.28,741.742,1430.3,1790.361,1166.024,1434.441
0,0,0,0,0,0,0,0
636.98,554.464,763.335,486.89,775.055,996.949,589.909,726.588
514.088,398,636.357,389,584.495,825.466,406.907,578.756
121.32,3.555,3.098,165.402,188.427,7.379,148.646,132.164
297.262,100.796,396.969,84.906,322.617,141.901,129.251,135.847
77,57.686,0,33,64.821,57,96.483,22.361
417.999,356.743,460,331.039,492.404,646,343,386
488.34,0,224.987,225.764,290.907,518.933,243.373,288.013
3619.256,3012.924,3759.405,1789.898,2267.17,2337.431,2789.736,2579.185
766.772,751.035,652.472,471.173,673.652,724.49,454.747,709.242
1335.187,1881,905.852,821.944,535.718,2113.507,942.117,1323.029
922.522,850.297,1251.641,732.485,1431.707,1500.018,862.756,962.173
1316.001,970.293,1677.774,844.737,1728.87,1904.455,1133.084,1084
353.736,405.993,510.665,251.551,487.726,681.393,409.1,311.726
0,0,0,0,0,0,0,0
724.574,617.38,922.572,557.265,928.593,946.257,633.647,705.644
457.851,356.795,479.12,216.895,422.116,494.466,373.382,386.211
332.917,273.54,489.017,290.887,402.2,393.167,328.687,322.747
1662.539,1508.876,1886.17,1473.531,1727.501,2631.083,1571.165,1946.712
130.968,127,124.077,80,98.133,135.247,107.202,136
9.135,18.097,9.033,15.146,11.062,12.032,11.061,24.25
33,0,54,0,37,47,52,17
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2.184,10.495,2.379,4.704,12.374,7.624,9.567
41.233,0,27.938,0,0,0,0,0
2316.914,2118.628,2616.633,1692.434,2638.478,3062.845,2089.569,2061.439
430.125,526.714,484.087,299.751,532.684,745.954,372.506,486.087
221,200.235,190.648,159.339,220.7,255.277,155.002,185.695
625.509,695.065,1026.391,567.983,1022.848,1157.183,732.524,823.129
0,17.659,82.481,0,71.757,0,87.127,0
80.806,34.526,191.175,130.517,279.908,54.18,277.364,142.876
0,0,0,0,0,1,0,0
183,128,176,63,214,201.001,139,110
5,4,12,0,5.772,11,4,1
1372.959,1315.051,1389.441,989.999,1445.311,1754.838,1410.668,1480.447
488,355,503.188,269.151,572.019,667.001,435.031,446.117
311.709,317.547,289.597,102.718,265.305,319.959,226.947,118.971
588.205,490.334,464.556,270.654,428.701,394.44,472.523,504.424
6966.54,6482.76,7507.635,4261.049,7917.639,9919.911,5428.048,5720.196
17,13,26,13,23,18,33,11
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
140.62,146.161,337,252.71,398.842,510.867,213.822,242.586
87,67,157,61,89,105,34,47
0,0,0,0,0,0,0,0
40.669,13.339,0,16.199,81.849,95.284,0,55.001
1773.889,1624.498,2435.505,1516.891,2586.133,3410.496,1659.202,1865.819
539.781,295.338,619.602,116.478,352.018,502.738,403.309,269.752
25,55,7.999,8,16,34,19,6
0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0
1,3,4,0,1,3,2,2
185.048,80.574,289.906,59.432,206.95,272.241,179.3,89.642
2254.182,2193.927,2377.326,1335.076,2294.405,3180.774,1894.735,2137.759
1600.211,1498.021,1642.045,1234.084,1141.017,1682.002,1944.183,2085.107
677.578,685.047,776.562,503.48,690.526,958.096,645.416,804.519
1282.601,1094.043,1181.131,801.581,1305.651,1746,1070.428,1090.657
145.769,77.889,194.022,99.981,152.009,223.635,117.184,149.234
274.233,257.209,362.484,262.539,338.964,404.789,333.966,363.627
10.047,23.935,36,69.366,10.73,44.587,44.771,85.576
49.001,22.137,22.835,14.498,52.756,73.666,16.705,21.506
5483.109,5473.114,6712.863,3662.182,6331.189,7275.854,4510.853,4856.811
654.524,598.318,707.613,489.28,718.071,826.862,531.046,614.293
1324.395,1569.113,1196.196,1124.36,1566.945,1931.192,1142.202,1660.279
1175,764.194,1132.865,533.908,1176.822,812.109,993.028,861.168
477.852,423.363,489.952,331.917,564.428,631.458,394.442,428.95
1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,0,0,1,1.005
1,1,0,1,0,1,0,0
477.421,471.991,618.475,295.326,500.087,525.84,473.479,493.103
51.875,98.987,184.876,63.298,169.095,107.18,150.508,79.958
868.272,410.889,919.448,308.844,979.252,668.622,629.648,310.574
231.157,152.534,530.675,146.258,542.632,424.767,401.598,425.015
758.653,412.948,1012.067,291.048,786.179,441.635,516.551,321.803
0,1,0,0,1,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
443.415,328.905,472.388,311.237,580.541,534.961,456.642,390.743
53.799,0,1.089,0,0,0,0,0
14.751,0,0,17,0,0,21,0
0,0,0,0,0,0,0,0
1216.942,1099.279,1314.367,833.053,1301.343,1546.302,1078.81,1204.187
188.485,153,235.196,105,247.002,237,164.454,129
531.774,456.149,490.376,273.369,498.217,613.103,402.449,353.895
321.568,436.095,378.431,333.001,508,822.076,276.801,505
10,5,3,1,0,3,6,3
0,0,0,0,0,0,0,0
167,156.095,120.107,68.871,193.239,260.206,146.628,130.885
186.789,157.035,447.078,124.321,350.766,599.915,210.818,268.284
528,422.017,476.001,164,624.717,466,403,264
8967.834,16703.099,11244.842,24737.561,7500.189,25448.502,9743.603,33818.557
24.271,2.689,82.847,23.541,22.918,36.188,28.443,16.934
2.886,7,29.293,5.028,0,20.227,21.432,6.312
26,27,36.999,15,74,51.001,44,31
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
106,123.515,126.422,72,143.438,246.948,110.727,126.837
17.68,0,18,8.409,0,6,0,6
1,0,1,0,0,1,0,0
1137.001,1503.276,1736.189,1227.824,518.337,661.483,1057.543,1472.175
0,0,0,0,1,0,0,0
0,1,1,2,2,0,2,0
1,0,1,2,1,2,0,0
525.767,567.43,597.628,382.479,629.958,780.294,470.035,547.081
0,0,0,0,0,0,0,0
203,158,233.001,124,189.106,239,132,149.034
1,1,4,0,1,5,2,0
10,6,1,2,5,7,9,4
0,0,0,0,0,0,0,0
141,147.999,182.001,102,192.996,172.999,96,83
1,3,2,2,1,3,2,2
1,1,0,0,2,0,0,1
737.396,533.943,694.203,426.456,790.956,884.818,869.058,771.726
518.156,550.775,568.552,342.884,546.647,866.488,383.282,460.063
2,2,3,0,1,2,3,1
402.301,311.294,504.034,242.052,473,443.523,282.643,351.424
10.972,0,20.642,32.192,14.34,15.65,0,12.963
0,0,0,0,0,0,0,0
158.658,137.935,274.236,176.271,245.142,328.388,89.604,150.467
582.815,431.522,662.126,262.39,640.699,672.886,544.841,436.649
980.81,1065.034,1296.673,815.824,1159.147,1602.907,978.828,958.362
108.567,5.147,233.251,62.622,169.653,71.654,199.273,112.332
4.47,4,12.788,1.171,15.709,3.135,0,5.451
1229,1034.234,1291.963,620,1234.663,1417.79,1058.184,1017.815
37.079,33.283,60.093,11.371,28.202,27.073,13.866,45.561
51.364,38.931,93.669,50.039,78.228,69.021,54.054,49.952
245.45,186.691,329.469,167.657,275.74,252.563,187.608,163.673
13.028,10.743,17.231,8.552,40.776,37.649,5.217,9.205
345.959,371.736,423.255,200.499,384.635,538.934,287.992,323.271
0,0,0,0,0,0,0,0
11.25,18,10,2,2,1.547,12,3
4,5,13,15,4,13,3,9
1.023,2,1.191,0,0,0,0,0
1,3,0,1.015,1,1,0,2
583.028,349.802,374.012,169.518,357.892,325.389,600.328,348.114
14,62.091,50,69,46,69,45.019,78
0,0,0,0,0,0,0,0
283.994,300.24,279.528,178.086,347.284,450.196,269.44,236.079
0,0,0,0,0,0,0,0
219.764,314.536,227.221,215.917,254.37,472.889,174.016,300.273
421.182,344.522,459.247,157.821,369.761,477.087,277.16,236.826
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
62.892,41.575,61.229,31.103,47.961,103.604,41.181,87.083
148.898,97.887,165.23,106,186.385,216.018,154.004,141.02
768,710.016,792.016,686,916.983,1230.017,799.001,938.144
0,1,0,0,0,0,0,0
0,0,0,1,0,0,1,0
4,0,4,0,9,5,5.151,2
995.648,1062.452,986.072,497,893,1183.189,808.579,867.096
1.858,4.65,1.985,4.913,0,1.617,7.019,2.986
307.327,196.854,319.785,164.091,406.85,311.111,270.57,224.449
81,49,109.015,42.645,79,103.268,72.785,96
0,0,0,0,0,1,1,0
85.282,74.477,89.252,73.795,99.666,140.339,50.984,48.39
0,0,0,0,0,0,0,0
1984.359,1420,2796.754,1743.216,2092.587,2213.706,2273.666,2135.585
78,91,88.926,79.772,82,116,79,106
1.76,0,6.094,6.382,3.763,4.074,1.929,1.679
0,0,0,2,0,0,0,0
362.347,363.956,346.197,237.413,536.615,543.278,273.875,389.049
6279.815,2598.396,7265.266,1861.659,7133.589,3468.271,6563.758,3203.936
168.134,94.287,288.206,12.756,285.77,98.857,100.356,233.332
586.171,679.028,913.544,540.314,984.462,1331.332,533.667,596.522
202,188,208.264,108,187.108,296,170,153
0,0,0,0,0,0,0,0
595.572,601.491,653.586,325.3,744.186,959.277,507.933,492.843
106.135,113.195,125.656,54.608,74.838,131.349,71.261,133.478
0,1.293,0,1.84,2.252,32.375,0,0
1,0,0,0,0,0,4,0
186,126,262.456,133,201,211.001,198.999,141
16.001,6.59,27.999,14,15,21.98,11.43,13
74.656,21.064,54.915,68.933,163.223,90.191,75.711,111.303
269.3,197.474,382.978,104.88,475.185,493.805,367.5,401.713
168.83,177.365,193.521,52.663,191.63,252.63,121.528,166.013
460.583,437.696,506.764,288.678,468.27,489.149,371.469,369.03
299.952,185.084,386.093,131.293,355.845,311.148,324.801,248.056
0,0,19,1,24,23,0,5
486.506,366.146,1269.414,723.78,1165.846,1487.61,849.635,761.066
209.914,175.739,322.619,191,300.325,359.417,273.465,255.882
2.967,0,19.434,9.349,13.721,0,12.245,9.695
121,177,138,141.002,109,178,108,187.001
40.001,38,44.003,24,39,56,47,54
18,15,28,13,36,19,16,10
1032.658,1400.022,1124.281,998.219,800.906,1462.443,1038.35,1496.688
3.509,1.57,0,2.971,2.442,7.585,3.746,2.978
364,456.658,342,459.003,370,751.127,325.239,680.033
0,0,0,0,0,0,0,0
1336.935,1205.74,1658.618,906.929,1674.792,2257.363,1198.489,1421.131
17,9,12,4,9,5,5,10
420.454,307.024,400.269,79.469,311.118,307.305,207.206,320.929
324.689,262.633,328.15,212.802,412.789,453.329,280.228,283.821
11.287,7.575,16.507,4.704,11,23.778,7,3
722.141,647.37,776.769,486.749,853.629,1249.969,621.391,653.642
104,41,115,28,88.999,64,89.831,48
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
72,86,80,41.024,64,48.999,47,72
95,78.001,89.999,61,129.017,182.001,78,66
2.147,0,0,1.493,29,14,5,5
0,0,0,0,0,0,0,0
59,78,94,42.252,77.375,104,47.025,64
0,0,0,0,0,0,0,0
25.993,29.308,40,33,43,61.94,30,0
1,0,1,0,4,3,1,1
39,44,53,28,69.167,55,24,35
0,1,4.017,2,0,0,1,0
13.847,9,27.52,18.673,15.289,16.488,4.805,3
0,0,0,0,0,8,0,0
833.875,756.986,898.443,439.463,873.15,1007.966,722.969,744.645
0,0,0,0,0,0,0,0
0,0,8.731,0,0,0,0,0
270.629,177.525,358.475,113.122,319,189,285.003,165.235
747.723,451.635,731.468,388.152,144.076,878.037,499.264,463.749
1,0,1,0,2,1,1,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
121.502,115.434,148.192,91.639,152.604,152.856,119.114,116.885
0,0,0,0,0,0,0,0
492.977,123.351,272.237,79.062,482.809,281.628,169.758,8.543
343.034,256.569,250,124.212,242,329.042,187,190
31,47.017,30,43,23,69,23,40
80,61,74.146,23,144,120.002,41,28
0,1,0,0,0,0,0,1
0,0,1,0,0,0,1,0
163,151,209.005,120,244.503,256,157.028,134.097
360.367,349.639,358.25,259.253,392.909,543.433,368.012,406.081
173.052,151.453,145.146,72.98,148.454,140.217,129.333,123.826
76.273,7.757,32.616,0,34.424,12.679,83.6,23.223
0,0,0,0,0,0,0,0
301.063,352.007,322.372,297.057,373.834,533.319,267.975,435.032
584.004,653.378,467.995,504.378,563.195,789.026,522.487,691.799
3,9,13.288,6,13,17,8,12
293.769,278.628,302.066,144,302.459,439.534,270,233
484.473,447.87,477.83,208.378,285.472,618.98,352.129,410.581
0,0,0,0,0,0,0,0
3,4.011,1,0,2,2,1.007,2
21,0,16,8,26.189,9,14.876,4
1453.224,1616.658,1655,949.492,1551.907,2169.273,1343.358,1431.013
220.346,169.878,222.483,105.867,164.616,285.298,243.317,126.538
0,0,2,0,0,0,0,0
77.211,52.243,119.165,55.365,33.282,21.719,66.761,63.175
171.159,153,161,97,184,187,174.002,148
930.838,884.773,1100.302,507.4,1224.601,1533.983,697.616,732.113
265.005,182.671,294.649,156.685,300.848,283.796,220.198,130.764
4.234,0,5.539,2.782,10,0,0,0
303.715,265.926,263.193,119.425,148.39,235.444,242.493,265.058
690.855,550.524,695.719,387.277,746.072,846.656,532.47,603.067
1,0,1,0,3,1,1,1
60.733,239.051,265.801,0,199.213,0,120.008,167.882
503,489,483.156,263,474.259,690,310.202,416.998
0,36.822,0,0,0,0,0,0
1,6,4,1,5,2,3,4
1,1,2,1,1,1,1,1
2,1,5,0,1,0,1,0
33.509,54.697,53.143,10.899,104.361,129.759,31.483,12.889
295.785,357.275,735.4,312.252,610.714,634.951,350.366,410.731
409.18,612.461,594.551,475.756,547.134,794.764,351.735,577.842
8,8,6,10,8,16,7,5
0,0,0,1,2,1,0,0
25,37.011,33,23,22,30,28,36
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
73.271,39.855,48.656,39.173,24.204,65.266,112.886,164.607
0,0,0,1,0,0,0,0
0,0,5.476,10.572,15.739,0,19.227,4.657
59,203.001,111.002,73,1717.885,4145.216,73,207
0,0,0,1,0,0,0,0
825.129,843.309,659.67,394.572,596.107,866.949,591.574,567.574
633.51,560.765,807.961,433,853.486,788.593,680.013,530.726
0,0,3,1,0,0,1,0
82,103,119.036,80,118.001,152,85.005,102.026
0,0,1,0,0,0,0,2
1,0,0,0,0,1,0,0
1,1,1,0,1.027,0,1,1.035
21.911,50.585,43.495,0,90.182,130.272,94.349,80.929
0,0,2.831,4,0,9,4,5
4.302,9.892,20.541,13.782,4.151,5.988,1.089,5.623
0,0,0,0,0,0,0,0
287.226,300.875,316.217,159.506,340.437,460.119,219.772,248.93
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1
0,0,0,0,0,1,1,0
1696.278,1655.431,3588.661,2774.072,2489.145,5986.439,2271.248,2606.425
746.205,1453.029,1048.534,1147.909,516.31,582.742,652.602,2163.247
0,0,0,0,0,0,0,0
459.957,364.807,556.097,420.076,530.122,771.143,454.213,552.112
33,15,23.76,18,5,16,5,19.563
9.306,12.668,17.113,5.927,27.755,10.227,30.09,4.798
2,0,0,0,3,1,1,0
295.988,360.198,447.078,294.336,538.545,696.039,369.502,428.639
139.841,111.302,118,89,112,186.273,107.813,114.383
2619.332,2526.853,2662.371,1881.133,2889.541,3675.445,2077.568,2500.014
116.757,95.728,170.361,82.106,181.808,147.619,129.102,102.258
129.511,146.579,182.561,77.492,226.602,197.6,99.425,120.448
20,23,29,17,40,30.743,18,11
56.868,46.557,132.094,72.812,127.859,144.801,99.903,79.391
127.271,80.264,130.533,76.814,171.444,103.893,98.063,116.907
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
35.453,15.837,13.237,18.423,0,28.556,15.985,0
2,4,3,0,4,11,0,7
6,9,1,2,5,2,3,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
656.606,628.391,646.03,420,714.041,997.818,476.928,513.048
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
381.805,913.675,501.682,827.823,822.981,2280.811,541.863,1277.126
0,0,0,0,0,0,33.633,0
0,1.549,12.099,0,5.46,12.598,5.635,27.156
0,0,0,0,18.033,25.24,30.178,11.792
0,2,0,1,2,0,0,4
342.236,426,400,410.13,546.369,872.218,352,524.645
225.597,192,275.914,114.938,229.64,141.493,195.963,157.237
126.497,82,224,241.48,129.764,311.999,174.036,281.862
0,0,0,0,0,0,0,0
0,1.055,4.648,0,2.312,1.088,3.419,1.12
112.561,74.945,197.352,56.702,139.971,214.164,255.482,170.267
5109.377,5086.552,5875.964,860.871,4450.17,6001.61,3356.899,4641.389
1633.884,1469.76,2219.624,1661.678,1370.088,2047.565,1326.089,1748.895
17606.68,20004.142,17927.827,11478.65,14629.71,20856.071,16070.514,17745.567
828.838,494.386,969.303,473.603,468.09,404.258,649.796,490.734
0,2,0,0,0,0,0,1
5,5,0,0,4,2,1,5
0,0,0,0,0,0,0,0
1413.777,1455.542,1398.396,1033.962,1475.741,2320.891,1104.111,1406.316
8.754,1.282,5.585,6.005,15.932,9.023,8.308,7.183
0,0,1,0,0,0,1,2
0,1,5,1,1.822,2,5,2
586.341,737.976,626.245,519.257,601.694,958.107,497.175,645.431
549.466,437.287,496.118,366.72,420.927,602.149,443.251,566.615
0,0,0,0,0,0,0,0
158,72,176.064,56.001,93.759,77,126.016,66
19,10,39,16,36,28.269,27,24
475,415,578.001,258,452,687.999,327.649,361.038
881.288,845.431,905.289,568.401,953.898,1264.798,762.387,888.86
58.314,21.261,56.141,33.656,35.773,63.047,32.75,28.1
217.133,234.242,94.93,109.372,148.482,59.584,59.408,101.802
2,2.469,1.827,1,1.006,0,1,4.703
264.54,190.001,238.302,162.866,257.594,354.785,229,228.692
14,0,25,4.75,1.065,0,8.687,8
149,141.196,152.151,69.001,163,213,132.262,133
330.568,312.513,422.026,286.462,422.729,843.582,306.046,399.403
3,1,5,1,4,3,1,0
451.316,365.263,285.518,224.837,477.858,526.111,450.262,529.942
0,0,1,0,0,0,0,0
520.864,685.464,417.961,847,753.003,1572.008,721,1860.517
0,56.281,0,28.427,0,38.8,28.775,29.77
403.167,311.944,32.638,102.492,468.804,701.124,301.396,251.816
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,1,2,0,0
0,1.615,5,0,0,0,8,0
377.557,454.68,695.88,382.53,566.12,424.567,501.818,433.376
0,0,0,3,0,0,0,2.931
0,0,0,1,2,7,0,0
211,143.999,240.73,107.182,244.813,226,182.045,146.002
182.012,166.96,188.653,107,181.673,229.861,166.004,137.197
80.229,99.435,127.276,111.154,141.767,208.304,46.593,71.925
2,1,5,2,2,1,4,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,1,3,1,2,0,0,0
4,0,7,2,6,0,0,1
421.936,329.245,525.053,236.76,399.653,459.627,282.301,358.127
451,428,471.171,356.059,387,540,424.002,404
0,0,0,0,0,0,0,0
0,0,3,0,0,0,1,0
2,2,4,2,10,6,1,3
1,0,5,1,1,0,2,0
226,190.999,339,182.001,151.001,139,261.982,206.884
80.993,61.602,75.225,49.147,83.657,103.783,56.221,72.028
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27.292,5.296,30.011,6.359,7.391,15.626,19.563,12.233
12,9,4,6,10,10.167,9,6
34.141,38.711,48.212,0,0,88.864,52.608,43
4310.262,3987.68,5774.221,4033.558,2024.938,2378.599,4391.219,5799.708
0,0,2,0,0,0,0,0
138.579,148.001,93.999,69.677,102.704,161,115,101.043
260.102,198.106,300.299,98.473,64.249,320.002,51.106,177.542
2,1,5,1,1,1,1,1
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
22.741,24.064,69,42.92,39.562,52.517,43.777,50.001
446.473,329.998,382.416,259.027,384.288,416.273,305.953,277.925
0,0,1,1,1,1,3,3
24,15,9.777,8,31,46,22,15
0,0,0,0,0,0,0,0
657.064,572.704,739.01,485,909,1182.158,789.609,788.037
126,102,105,126,110,136,91.092,140
38.471,1.444,61,8.645,79.001,60,29.922,37
7,5,17,14,6,11,9,5
3.244,3,1,2,0,0,1,4
0,0,0,0,0,0,0,0
1500.656,703.441,1372.4,512.878,637.365,548.975,1065.572,982.252
191.253,71.644,804.921,437.609,0,0,0,0
158.968,115.576,0,0,0,0,192.032,142.027
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,1,0,0,0
24,13.999,38.121,16,36.912,27.22,22,15.022
0,0,0,0,0,0,1,2
1298.039,790.348,1450.679,232.849,1520.019,2117.732,938.387,435.633
105,107,81.583,80,95.939,107.092,87.971,104.415
22.449,17.606,26.846,9.993,16.034,10.611,20.375,25.839
68.711,91.734,75.173,38.525,87.236,44.096,73.724,58.416
0,0,1,0,1,0,1,0
876.913,275.952,654.125,222,1200.562,411.858,845.585,311
3.844,2.517,1.197,0,7.278,2.137,0,0
73.705,95,52.522,38.008,50,98.417,61,62.556
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
164.217,180.609,273.485,161.053,169.716,215.635,181.264,229.498
17,11,17,9,20,17,13,9
0,4,3,4,3,2,6,3
1580,1378.055,1784.105,1235.852,1697.958,1963.967,1463.278,1582.357
321.319,343.003,496.007,364,494.796,689,282.001,401.973
1289.678,1498.074,1437.853,1040.481,1552.899,2287.122,1100.199,1350.546
130.136,153.305,180.38,132.59,119.431,154.38,97.733,68.603
0,26,43,15.21,1.555,53,22.085,31
418.205,368.504,455.736,239.275,575.776,558.098,622.88,447.789
871.609,663.364,817.748,460.396,916.104,777.989,697.07,573.319
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
1079,1133.256,1131.04,906.491,1132.488,1744.708,886.722,1312.549
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,1,1,0,0
44.759,40.637,40.571,26,23.292,65.457,34.886,38.777
0,0,0,0,0,0,0,0
353.743,290.449,167.26,174.365,248.917,299.015,298.912,269.709
0,0,0,0,0,0,0,0
1913.566,1914.835,2265.749,1566.092,2363.014,2684.172,1897.474,1997.197
0,0,0,0,0,0,0,0
1622.414,1517.913,1827.661,1240.611,2013.285,2506.475,1577.274,1732.999
213.253,342.114,324.23,215.743,352.465,577.255,161.399,295.108
71.444,113,61.276,90.232,153,132.602,116,115.865
0,0,0,0,1,0,2,1
0,0,0,0,1,0,0,0
16,10,14,8,14,22,9,18
27.423,13.251,78.797,0,58.12,57.041,52.479,32.726
0,0,0,0,0,0,0,0
1,0,3,0,1,0,1,0
78,65,58,27,54,50,59,50
0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,0
384.035,381,397.643,230.145,335.495,534.748,329.822,344.189
6902.58,6825.158,4095.434,1956.466,3029.682,3201.024,2744.304,2641.421
3.954,3,0,2,3.753,2.341,6.263,2.868
0,3,1,0,5,1,3,3
665.207,538.157,739.491,674.97,535.883,611.44,427.767,458.569
4508.002,3476.114,5837.486,2984.779,5790.111,5909.11,4490.619,4240.368
13.49,105.917,8.711,46.586,0,158.973,1.661,35.457
92.137,99.423,40.95,49.436,46.016,64.832,89.342,67.089
341.346,224.326,266.403,194,310.093,380.822,251.266,231.769
85,99,127.038,89.001,84,135.999,103,117
0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0
209.612,278.792,235.503,120.848,248.031,360.122,157.003,186.884
278.868,241.649,281.809,190.006,283.514,394.072,183.237,249.491
199.379,144.245,321.042,126.353,336.694,453.849,219.091,234.271
350.912,425.169,564.325,331.359,548.973,582.863,474.575,537.964
1,0,1,0,0,0,1,1
7,4,4,3.005,5,7,13,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
716.101,749.023,771.013,540.909,611.437,879.903,787.442,894.13
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3.785,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
944.814,785.007,899.57,669.488,1038.584,1231.456,746.663,924.966
43.351,48.336,97.381,123.016,42.712,98.658,88.746,43.022
44,46,89.36,48.005,39,57,40,45.16
2,4,2,6,7,9,4,10
31.146,11.145,49.611,32.198,49.034,85.524,16.776,8.722
37.52,10.379,3.256,0,1.206,5.006,1.164,6.049
61,55,78,25,53,57,42,33
309.654,295.564,341.069,158.659,452.198,712.927,210.174,223.418
132.382,159.289,210.568,131.352,209.344,261.014,157.964,164.091
0,0,0,0,0,0,0,0
244.979,212.24,253.924,158.565,309.019,362.64,178.207,243.632
302,346.022,294.999,194.032,294.677,436,282.105,402.01
77.266,88.955,106.813,59.251,116.324,130.06,84.932,68.502
4,0,5,2,6,2,4,4
0,3.486,0,4,3.486,0,3,4
28.945,41,75.905,12.45,51,59,18.532,59
1,2,1,1,0,4,1,0
0,0,0,0,0,0,0,0
184.027,83.703,143.975,64.31,118.352,164.45,86.811,94.813
1,1,0,0,3,5,1,2
0,0,4,1,0,0,0,0
562,473.146,470.917,251,499.245,712.744,447.959,418.076
34.373,122.035,100.843,44,72.167,89,44.134,60
1,3,2,1,0,3,4,0
4.711,2.638,2.698,5.276,6.232,9.636,6.038,2.642
82,70,69.446,37,101,108,98.088,63.224
16,0,0,4.342,19,0,0,8
6,2,8,2,13,12,9,6
0,0,0,0,0,0,0,0
330,318,398,251.025,382,529.141,296,337
71.405,30.964,21.787,17.278,71.147,331.954,307.973,37.6
7.27,11.303,6.256,5.555,8.806,79.922,4.185,2.916
770.875,879.917,912.673,611.35,781.714,1042.305,708.746,696.9
2,0,1,1,4,0,0,0
233.131,194.283,337.007,154.999,332.342,261.999,199.062,207.501
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
43.477,45.21,154.716,58.149,5.085,3.167,71.484,58.993
909.82,333.291,688.299,202.696,2043.992,1514.91,919.534,682.172
21,27,16,11,14,23,9,16
1,0,3,2,0,0,3,3
0,2,0,0,0,0,0,0
1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
238.222,219.273,318.796,236.455,302.489,492.205,402.852,390.844
0,0,0,0,0,1,1,0
0,0,1,1,1,0,1,0
0,0,0,0,0,0,0,0
20,4.421,31.896,0,52.144,70.338,20.271,0
114.844,113.363,184.438,170.82,169.267,184.029,63.391,193.667
623.665,761.949,610.994,331.46,533.969,807.669,538.937,669.077
366.304,453.706,498.339,449.883,415.613,831.042,373.769,575.602
1512.099,1044.284,1659.786,986.253,1504.662,2300.986,1437.54,1446.519
798.029,1057.252,1134.279,1021,1084.035,2321.789,1044.998,2227.001
191.107,156,205,92,233,255,163.046,185.074
13,1,1.368,2,6,9,10,14
0,0,0,0,0,0,0,0
0,2,0,0,1,2,1,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
90,91.938,136.142,71,169.466,207.05,63,86
223.235,175.001,264.156,94.16,252.001,233,236.115,144.496
271.741,150.813,314.151,206.91,305.399,277.095,288.262,313.711
