"SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
0,0,0.102933,0,0,0.173219,0.139868,0
36.04563,37.952984,38.720582,39.29799,30.204871,39.977938,40.543074,40.131369
0.155598,0.190787,0.58798,0.471107,0.268628,0.30813,0.625892,0.405104
0.020412,0,0.022904,0.039942,0,0.284279,0.015766,0.029644
23.721452,25.783031,23.712911,32.708043,26.738643,32.799774,22.693509,28.008064
22.430289,14.215398,13.325438,11.855103,14.779261,14.554792,17.192196,15.403495
0,0,0,0,0,0,0,0
30.90143,39.297681,42.134282,34.991768,34.563736,50.090777,36.975172,37.21097
2.498435,4.134159,5.568033,3.453142,7.464792,6.403464,3.222558,2.84903
26.056273,23.172308,23.676838,19.979093,24.908532,25.079485,19.917228,23.953884
4.136389,4.289808,3.671371,4.653618,4.384074,3.837285,4.92267,4.460607
0,0,0.219486,0,0,0,0,0
1.516785,0.341972,2.65346,1.1481,2.605488,2.094446,3.028433,0
0.182581,0.065404,0.100998,0.117272,0.085334,0.071399,0.115696,0.108775
0.479148,1.913443,2.869597,0.175325,2.87792,0.169659,0.107671,1.765426
0,0,0.222469,0.607075,1.581569,1.787678,0,0.198353
0,0,0.030664,0.053416,0.512984,0.286181,0,0
26.411443,27.499082,16.190795,15.478969,23.282051,24.4454,24.010499,22.194952
4.046526,7.810249,5.317077,4.503133,7.973368,5.843864,6.676117,7.769328
0,0,0.047239,0,0,0.120947,0,0.071666
45.922489,60.191194,55.904946,100.231551,36.727024,101.132144,50.668076,72.503762
12.004205,14.45048,14.1562,15.880779,29.906843,16.900349,12.728856,11.344846
298.712851,271.713552,265.857616,242.152584,264.460791,237.121775,273.285021,233.046997
126.421065,138.262102,150.020105,130.960367,150.01261,133.071785,128.310626,106.402417
1.108892,2.676859,0.938904,3.13513,2.756943,3.505833,1.364307,1.986339
6.932306,2.897186,8.704628,5.363265,6.464516,5.382418,8.056158,7.258057
37.054432,41.023215,33.437155,37.717022,30.928866,39.094396,39.218701,33.591711
9.77985,11.902508,9.651691,9.911733,10.821123,14.468777,12.288895,14.661742
2.110295,0,0,1.145651,0,0,1.381557,1.29696
0,0,0,0,0,0,0,0.012546
0,0,0,0,0,0,0,0
1.215388,0.490355,1.918761,1.237193,0.968088,0.153783,1.742435,0.852019
0,0.166312,0.728374,0,0,0,0.302181,0.271755
0,0,0,0,0,0,0,0
53.438293,58.599106,56.392669,76.341777,50.269331,56.784824,59.561241,64.588272
33.090044,27.453251,34.576081,28.539112,35.688524,34.042293,32.845955,28.497755
9.592204,4.526747,12.179099,9.051463,10.977591,8.288997,13.157193,9.717456
13.844994,5.456083,19.884482,16.256147,13.349736,8.561841,18.567821,16.816172
20.206953,16.765916,20.152736,23.275889,18.411426,14.827139,10.403228,17.637869
0,0,0,0.067643,0,0.016474,0,0.025096
6.563435,7.96968,5.220341,11.511396,7.968146,0,8.001967,7.47315
3.86627,4.054699,4.335786,4.007715,3.44786,3.405962,5.137045,5.441428
0,0,0,0,0,0.192473,0.274046,0
44.091548,45.435172,48.235161,52.964157,39.880535,63.694694,39.955513,52.191045
2.452775,2.745379,1.497688,2.489738,1.602816,2.098093,1.992605,2.54647
0.11846,0.191228,0.394531,2.279843,0.500272,1.769439,0.539972,3.431592
11.245144,10.909511,12.971197,9.997081,15.851813,11.267864,15.826706,13.545236
2.624893,2.61991,2.562697,3.175404,1.923549,2.742436,2.28147,3.105607
22.038016,92.447356,29.39296,176.580191,36.342553,160.881905,23.97806,184.034688
4.082103,2.066945,3.345266,1.403273,2.086096,1.672375,2.96218,1.782965
0,0,0,0,0,0,0,0
0,0.067676,0.078426,0.045483,0,0.022157,0.107672,0.033745
14.420351,14.882595,14.5685,10.185963,15.364574,15.051585,15.006386,0.550062
0.031839,0.136923,0.105783,0.276061,0.026817,0,0,0.238953
0,0,0,0,0,0,0.091781,0
0,0,0,0,0.048232,0,0,0
0.208309,0.209693,0.331417,0.090277,0.184152,0.109945,0.244007,0.095719
0,0,0.040871,0,0,0.231301,0,0
4.262697,4.687515,4.488166,5.203788,3.993384,4.059736,4.628579,2.030581
0.899529,0.754422,0.114976,0.066733,0.472556,0.081262,0.105334,0.502048
147.9307,155.481622,147.760777,161.59536,160.299885,159.020174,159.541945,159.863834
3.996832,5.487341,2.818277,9.532738,0,4.693912,4.340174,4.582487
0.934384,0.664294,2.116696,1.166054,0.608799,0.388729,1.98454,1.058122
0.355278,0,0.560447,0,0.212594,0.556504,0.55284,0.506073
0.018012,0.122844,0.014943,0.026031,0.01515,0,0,0
4.208327,2.740654,2.665121,1.085809,0.080312,0.265179,1.70972,0.409317
0.581857,0.251638,0.986953,0.232417,0.316785,0.199757,0.708766,0.41745
0.072672,0.08579,0.047029,0.07748,0.14866,0.166191,0.059175,0.033338
0,0,0,0,0,0,0,0
0,0,0.021027,0.036701,0.02123,0.017878,0.029067,0.081236
4.468169,4.10692,3.693771,2.05748,5.405934,2.901457,2.457544,4.921525
0,0,0.049675,0.161988,0.077306,0,0,0
0.065428,0,0.052462,0,0.036224,0.057111,0,0
0,0,0,0,0,0,0,0
69.439473,60.761034,59.99428,54.452734,61.046348,64.180815,60.821266,57.432174
4.568689,6.082364,4.178135,4.852739,1.186148,3.666825,5.846355,6.625874
0,0,0.023734,0.099188,0.036092,0,0,0
0.453508,0.589086,0.400535,0.714281,0.405321,0.684175,0.656879,0.546146
54.875197,68.835098,49.029386,68.56669,62.536727,67.028897,62.498076,61.905743
41.673329,43.970882,45.398388,58.157106,56.487826,53.310007,51.978435,61.577211
79.885034,79.919699,70.812166,70.020625,66.369917,56.465183,86.719187,76.269024
2.219231,0.735539,2.457971,1.648797,1.531305,0.854417,2.111762,0.859717
13.619464,8.434785,14.549942,12.870668,19.485183,12.645455,19.121755,11.898278
79.218389,57.240229,133.461434,84.435582,68.698088,64.352021,115.919362,66.616843
7.049648,8.430751,5.060252,9.112441,5.141531,5.687085,5.695681,7.03155
8.881401,8.754564,10.788604,12.36255,8.805787,7.706374,13.374091,19.681383
0,0,0,0,0,0,0,0
19.978951,17.737163,12.806803,17.576087,16.511874,19.488839,15.816534,17.620526
10.34899,11.024169,9.383669,13.562135,12.079542,11.802137,12.568794,10.628437
3.933933,1.017189,1.368006,1.585724,2.88074,3.267566,4.61856,4.350357
0.557091,1.940469,2.081324,1.644266,1.448408,1.236957,1.652647,1.86201
9.505224,8.655851,7.69171,9.038086,8.204423,8.959415,8.686726,9.407396
0,0,0,0,0,0,0,0
1.64365,0.836742,1.133375,0,1.960012,3.125344,2.021414,0
0.198557,5.249557,3.223181,5.808921,6.756561,12.923209,9.989597,7.1556
5.469372,6.973851,6.568167,6.987136,6.026472,8.730946,5.692599,6.23013
1.545941,0.848052,1.040918,0.782216,0.770722,0.3605,1.175727,0.582503
0.991468,0.984353,2.681116,2.440117,1.673063,4.154964,1.859931,1.172494
52.188866,45.094804,38.30271,32.648767,40.307512,58.408517,67.343647,64.98336
1.913733,5.977793,3.196252,12.585592,2.653029,6.959254,4.002958,8.166102
40.67581,33.245079,35.675051,29.218904,29.371556,28.583932,37.852774,37.906261
7.955404,9.174754,7.111509,9.317823,7.774302,8.4704,8.545058,10.70477
3.122077,1.219677,4.108462,0.910674,2.874552,1.248306,4.866979,1.593423
0,1.018656,0.999536,0.867087,1.673025,1.453332,0,0.384237
0,0,4.511433,0,0,0,0,4.557054
17.728802,7.732088,15.227489,8.202941,15.512423,9.625232,16.058607,12.085954
42.479521,31.63222,42.088644,31.88314,35.109029,23.028861,48.249214,35.207763
0,0,0,0,0,0,0.015495,0
0,0,0.037585,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
109.706822,132.614743,129.907385,120.389882,135.267216,151.104412,109.630779,133.172478
0,0,0,0.042741,0,0,0,0.543368
5.25355,9.322708,9.363301,7.980755,7.121653,6.169033,5.019624,1.788723
5.446905,5.631578,4.330614,6.702995,7.428289,7.2935,5.291964,8.080743
1.18772,0,0.429017,0.278269,0.255714,0,0,1.155003
2.527316,1.187588,1.516054,1.899936,2.098507,1.321758,2.101672,4.117461
17.13676,10.552323,17.973739,19.671841,17.113409,11.912026,20.082985,13.152221
16.317235,13.674503,11.065909,13.624772,14.32357,12.91765,13.048655,8.098718
28.472068,26.213182,26.726571,25.536208,31.660767,28.519338,29.663465,27.748252
0.584545,0.299798,0.106031,0,0.335703,0.158941,0.344748,0.24238
0,0,0,0.078471,0.137143,0,0.185779,0
0.077115,0,0.240193,0,0,0.114014,0.13188,0.124001
48.141579,43.286305,45.994663,45.758175,50.585274,46.020104,50.029734,45.280973
7.537397,3.204893,10.508256,4.578795,7.256289,13.843598,10.315576,10.34068
6.494105,5.913285,8.014368,8.161984,4.985012,11.187601,10.797488,8.429571
22.132955,16.265835,21.683074,14.716247,22.871091,16.256544,25.14524,17.289673
57.328328,41.397089,55.568447,42.812031,73.616691,56.51833,55.646945,49.022591
6.74565,6.525019,5.840866,6.190779,5.775111,7.540802,6.702868,8.119809
7.177376,7.5429,5.090356,11.634772,6.450687,7.304372,6.197119,10.401752
28.30674,20.654008,30.803485,18.872813,34.223844,22.514051,28.236243,21.573526
34.509063,41.177972,35.144867,56.944257,32.748794,36.525166,33.875067,69.921863
4.289166,3.812908,4.383007,3.605005,2.911678,4.02392,3.554243,3.624402
10.424544,11.47493,9.100513,9.953568,9.415162,13.258825,10.247626,9.987231
12.604168,15.59725,12.216361,12.252335,8.031341,9.551585,13.490119,10.498284
6.28024,6.61622,5.303032,5.369974,6.055862,6.684654,6.126057,5.496601
5.646487,4.895477,4.914568,3.730067,5.605446,4.089296,6.947871,5.120572
32.277396,35.759061,33.436757,36.818416,33.413546,34.268083,25.847495,28.517717
15.372444,12.452022,9.378285,11.24021,12.328888,10.641481,12.123397,11.327199
16.228551,27.521653,16.344311,23.115978,21.567615,35.345874,14.893867,21.01267
3.191582,2.596624,3.381592,4.073591,2.956344,3.400545,2.811324,3.529603
204.045024,123.152138,214.987163,109.648468,196.397842,130.380904,244.855792,108.453112
13.437837,9.592683,12.621125,16.09644,14.071947,9.908048,20.194899,18.598436
1.002334,0,0.81399,1.079296,0,0,1.071719,1.005432
28.733888,21.899677,27.438357,21.958397,26.85732,21.542577,30.040858,21.931878
0.732405,0,0,0.590663,0,0.409453,0,0.509301
1.563495,0,1.506653,1.329596,1.050738,0.648238,2.331518,0.572209
0.215302,1.867221,7.351688,4.278378,0,0,0,5.166487
7.488481,7.011667,7.405804,8.395542,7.749873,7.343949,8.566313,6.381967
4.826795,4.495942,4.415256,1.808679,3.33541,4.798049,7.643155,0.704221
0.008531,0.050345,0.021126,0.024548,0.064905,0.080118,0.020859,0.031174
19.228948,20.921667,22.162544,30.774428,20.239597,23.106499,23.593368,32.560684
4.29108,1.755551,3.321419,2.254461,4.335704,1.71633,3.254895,1.361938
38.164255,42.142663,32.460106,50.01933,29.011375,18.745448,31.791965,29.14233
10.761484,18.001911,16.562208,25.322315,13.171423,17.577114,9.719627,23.22417
0,0,0,0,0,0,0,0
1.163415,0,0.737638,1.453166,0,0.898045,0.798584,1.089504
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0.0798,0,0,0
166.240553,140.653446,137.091505,152.2929,181.255908,261.55972,143.24104,175.104666
1.309883,1.244452,1.846823,1.804849,1.307641,1.072218,1.56656,1.304924
68.236376,42.647909,64.788378,45.516126,89.013387,75.998689,51.920918,37.679191
0,0.027871,0.043051,0,0,0,0.029571,0
11.76091,17.930921,11.201011,14.007705,23.900088,29.123214,9.279731,19.328542
0,0,0,0.017304,0.010064,0,0,0
0,0,0.170083,0.306785,0,0,0.103752,0
6.731801,7.374561,6.808097,6.246404,5.681575,4.941506,7.470203,6.821124
12.55157,14.936481,13.421859,10.880969,22.812132,24.925222,15.306494,15.969483
9.398741,11.183837,8.549593,12.222129,0,0.224014,7.947966,8.598528
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.368494,0
0,0,0,0,0,0,0,0
15.382152,10.768106,13.727497,10.336787,11.203152,13.314792,14.746131,11.102503
72.938078,75.989754,63.714878,56.359232,48.896661,57.235932,63.570534,58.911359
4.303101,3.396968,6.015666,5.008434,3.478468,4.634251,4.373769,4.804308
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.042808,0.033086,0.115037,0.033554,0.028024,0,0.170681
1.802341,1.108287,1.741616,2.229505,1.716002,4.446061,3.89596,1.93482
0,0.352866,0,2.018819,0.597192,5.328925,0.397268,2.291043
5.382442,8.800217,5.054418,4.92415,4.391957,5.914882,7.293807,5.579643
0,0,0,0,0,0,0,0
1.309145,0.282543,0.329142,0.061689,0.334188,0.092257,1.787357,0.56042
0,0,0,0,0,0,0,0
21.517316,19.542305,19.379979,17.258637,17.296958,20.671958,21.633887,18.975249
36.478074,21.391261,25.35716,23.920463,25.653697,29.227627,18.495724,20.227922
64.70905,24.554522,61.837052,59.880557,47.462954,97.010921,49.87077,75.85662
48.908802,63.971586,50.092947,81.202954,57.76677,127.259566,37.587421,92.136994
0,0,0,0,0,0,0,0
0.586585,0.919966,0.657994,0.693302,0.355957,0.667343,0.68545,0.528103
30.501357,27.828372,28.880557,31.753959,31.836527,33.300743,28.177068,30.146525
23.89359,17.713716,20.843588,15.308355,25.302246,18.314941,23.732018,17.87726
24.073603,20.44393,22.100099,21.466509,22.214821,22.07331,22.17689,17.414906
15.401044,3.379567,10.502111,10.167142,4.970108,11.075183,11.193981,7.26311
8.90226,8.208708,4.787453,7.877444,2.992136,4.853349,2.489766,6.747239
7.764818,9.741973,12.970074,23.045788,10.778345,10.328233,11.422261,12.894881
6.740538,3.087839,5.169612,0,11.603035,3.197725,4.085625,1.049091
0.037938,0,0.031285,0,0,0.053799,0.043312,0.040859
16.754266,27.460275,12.647829,26.140239,21.436287,27.328216,22.66375,37.190914
29.039453,18.568461,20.394107,11.04232,25.449257,9.305654,31.985466,16.169378
12.738853,8.188706,9.760127,7.591697,9.878701,9.09446,16.006837,10.331731
8.944904,12.434517,9.171526,12.162919,8.878458,8.64218,9.29369,11.194713
0,0,0.047725,0,0.022619,0.019157,0,0.061081
18.97831,16.123659,21.250245,17.476556,21.245747,22.883006,19.273506,22.495838
11.16107,9.683517,9.281585,4.393567,6.981999,9.224177,10.791528,6.963945
0.061438,0.37221,0.039336,0.344266,0,0.013828,0,0.080984
0.34842,8.530244,0.819756,19.006759,0.054564,1.328552,0.084865,5.330199
84.56087,40.068933,147.207245,49.331916,99.448723,57.011448,98.050677,37.475718
0,0,0,0,0.108096,0,0,0.300145
20.874035,23.713596,16.171098,10.813471,13.260225,18.717646,15.884349,10.807787
4.608883,6.455907,2.743472,2.76973,1.568599,2.84546,4.029585,3.491747
7.355452,6.822209,4.732181,4.902014,7.361002,4.396238,9.308603,6.060187
0.066384,0.023781,0.110181,0.063957,0.018619,0,0,0
0,0,0,0,0,0,0,0
3.867512,3.976098,2.691806,4.41558,5.888773,3.18349,7.048575,7.778216
0.994187,0.211508,0.128746,0.074706,0.393354,0.225096,0.252484,0.120017
114.288382,91.398989,123.139517,92.811957,137.780059,127.331971,119.366857,101.663392
12.54455,9.405308,15.525404,8.702804,13.228484,16.556615,12.753993,15.032256
9.600473,5.694803,8.837603,5.917695,7.5799,4.879042,8.339479,6.543246
2.517776,1.246179,2.381237,2.596135,2.318995,1.802131,2.404262,2.214879
15.018059,15.611682,26.83181,15.626741,12.846528,9.474842,11.878826,10.424507
14.538705,13.364985,11.790402,2.985394,2.240459,4.816601,6.897666,4.562401
10.510109,5.661655,9.596376,0.892778,17.866085,15.907666,10.810972,12.431843
35.015835,28.551188,34.963332,31.335063,32.421,32.755232,37.272327,33.72832
18.133143,14.154253,14.396415,21.924801,18.598537,18.171096,15.80019,12.391604
4.491692,5.597005,4.695731,6.772084,4.04781,5.440922,5.573832,7.718735
7.537907,6.012185,6.035131,4.968579,6.895593,4.665408,7.367854,5.654466
9.902634,10.462967,8.51499,12.881031,9.833361,11.290667,14.236869,9.649372
1.291236,1.240437,1.568801,1.413288,1.939366,0.098615,0.304335,1.064225
5.12797,9.477238,4.344142,6.019666,8.250903,10.29194,4.076402,7.545224
0,0.047291,0,0,0,0,0,0
76.756753,61.803426,46.757315,48.300332,54.256942,84.095257,77.534573,70.711992
2.803879,2.16222,1.617573,2.297605,2.186879,0.160874,3.546312,1.696086
314.392099,343.775469,334.801552,338.526377,287.992366,347.159738,329.404792,372.54583
48.761573,48.749798,43.191171,51.518911,49.616126,50.157073,48.727279,51.188763
27.414359,28.739676,24.991984,23.758354,30.808575,29.222721,28.450571,24.383439
31.16251,18.327165,32.186701,23.793429,18.352137,8.941772,42.844805,25.954891
302.454699,391.578171,303.250798,477.546299,328.485103,530.773691,289.737456,490.835355
0.280683,0.413411,0.389444,0.467386,0.42201,0.312915,0.443449,0.27205
9.689507,15.287028,7.664752,8.578273,6.812132,10.608626,8.412319,11.636825
5.160328,3.7345,5.47428,4.710738,4.337455,2.62262,6.203897,4.500592
0,0,0,0,0,0.185464,0,0
0.187214,0.403469,0.625435,0.676096,0.317368,0.659369,1.06586,1.102669
0,0,0,0,0,0,0,0
5.496427,5.436636,13.208937,9.837198,14.012609,10.295943,15.588084,12.135249
68.686536,58.815515,63.447612,56.568516,62.972242,53.45008,74.71349,80.507688
0.620987,0,0,0,0.499234,0.707836,0,0
20.907707,23.280949,23.213168,31.257188,22.082476,24.330657,24.758458,24.840429
0.874498,0,0.198607,1.495191,1.753218,1.405496,1.376602,1.111721
0,0,0,0,0,0,0,0
17.197937,17.236523,14.808665,18.645359,15.641678,16.855587,18.621806,24.044576
10.735451,6.896761,8.98666,6.663922,14.848452,10.944947,10.868524,12.015586
12.695656,13.44685,12.057309,19.578294,11.018227,14.685465,9.284803,16.206347
7.213172,3.858056,2.68216,0.835106,7.435375,4.857847,3.961615,1.511986
8.779353,4.109928,6.733375,3.955578,1.910273,0.45317,8.400431,5.286644
4.093798,4.985993,3.10596,6.11803,5.612449,4.905171,5.688088,4.623737
1.926362,1.17861,1.187591,1.572233,2.271063,2.912478,0.762781,0.627684
0,0.391112,0.603326,0.889165,0,0.439245,0,0.299181
0,0,0,0.099224,0,0,0,0
2.137725,1.406557,2.078844,1.336163,1.813572,2.077509,1.225373,0.249583
0,0,0,0.163005,0,0,0,0
0,0,0,0,0,0,0,0
2.044863,1.9439,0.750012,0.693075,1.475074,1.057112,2.942083,2.086571
0,0,0,0,0,0,0,0
2.403076,3.084321,2.670635,3.934456,0.632919,0,3.538614,3.305756
17.874889,17.221329,13.088132,11.471524,14.382306,14.487936,14.759408,13.987306
0,0,0.179365,0,0.275241,0.377782,0,0
0.267348,0,0,0,0,0,0,0
0.029015,0.054541,0.072142,0.188709,0.042661,0.336946,0.041381,0.202298
9.884241,8.971247,8.535511,8.84544,8.3438,8.415014,9.442049,10.147524
20.022141,18.440928,16.138376,17.108679,18.616173,20.073695,22.651256,25.957797
7.734933,8.051207,5.232637,5.909339,3.487665,10.166865,8.849709,7.11098
1.692636,1.457018,2.055084,1.328743,2.30905,1.619328,2.238821,2.228841
5.372408,1.562509,3.214336,1.508021,1.844569,1.626385,2.617297,1.529799
70.704777,54.733349,82.996806,53.319321,75.461702,82.120483,77.513911,58.527017
0,0.506646,0.078539,0.135836,0.82642,1.264545,0.642428,1.006993
0,0,0,0,0,0,0.035795,0
0,0,0,0,0,0,0,0
0.264437,0,0,0,0.127862,0.105706,0.301286,0.188731
0.112362,0,0.094005,0.265023,0.190851,0,0.115061,0.120287
0,0.880548,0,0,0.265543,0.087233,0.400697,0.753532
4.269404,3.479842,6.877205,6.319466,3.809289,3.374491,3.082058,1.689282
11.141571,6.335846,16.356592,4.104964,15.396054,12.919832,13.236385,5.766535
49.685268,40.875909,38.310225,46.943666,45.002839,43.926556,44.085584,37.242417
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.081864
0,0,0,0,0,0,0,0
7.650273,3.193206,8.528782,0,7.016885,7.862338,2.679894,5.579526
13.236406,7.145162,14.518227,6.229348,11.310646,4.715201,17.350263,10.196466
27.55852,11.212585,23.142104,10.815433,29.518762,10.60358,30.352818,9.97607
12.608464,7.239749,11.170613,5.119549,11.028318,7.963,12.007128,10.143963
11.3434,12.924478,9.029024,8.678561,3.023636,13.924528,15.170458,11.830614
10.217044,6.743419,7.947114,7.532795,8.557558,8.818165,6.801802,3.930119
6.59074,10.165634,0,12.439559,9.117729,0,8.298069,11.46074
2.867733,3.276968,3.034933,5.128483,0.96884,2.280093,3.577989,7.375332
14.25926,12.230809,12.921809,13.460847,12.191754,9.110265,11.489975,13.447268
11.304772,12.469271,12.179123,14.933354,12.667697,13.886291,12.110055,12.47078
31.990797,39.967676,42.335266,60.250856,45.329581,50.076716,44.773504,58.023732
0,0,0.113546,0,0.037808,0,0,0
0.097138,0,0.080777,0.140316,0.247093,0.068459,0,0.104017
0,0,0,0,0.223065,0,0,0
9.303617,7.47224,10.104212,6.547919,8.88656,7.397042,9.490888,8.03943
63.179052,82.306036,59.747476,111.517592,50.750979,86.086835,74.128939,141.109022
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.021864,0,0.036288,0.157983,0,0.01539,0,0.023445
0.219819,0.517454,0.202206,0,0.242923,0,0.271302,0
0,0,0,0.082725,0,0.040316,0,0.061355
0.325891,0.204788,0.250875,0.307694,0.178139,0.199931,0.362241,0.670643
0.014922,0.015946,0.025646,0.073136,0,0.067388,0.036717,0.053509
3.149423,2.754349,3.822116,2.637959,3.145439,2.692662,5.73532,3.133113
0.02049,0,0,0.014806,0.01722,0.375753,0.023376,0.285057
0.681099,0.230247,0.446433,0.422005,0.508591,0.384409,0.485311,0.526274
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
18.573246,19.317482,21.101098,22.872467,21.348437,22.391703,23.818098,24.455834
4.23769,3.652718,4.616787,4.890773,4.373193,5.952371,4.742522,4.24975
0,0.046741,0,0.062795,0,0,0,0.046582
0.072461,0.077864,0.052181,0.05236,0.076183,0.233841,0.103317,0.047159
0,0.04312,0,0.057938,0,0.05632,0,0.042981
20.277716,29.747569,23.5588,33.991025,25.10241,24.478182,21.995639,36.059443
23.625877,33.885032,31.563148,29.513975,24.033777,29.507913,29.06232,21.745079
12.456603,7.718321,9.451,8.067782,12.030924,11.543009,10.970785,11.675753
44.88845,42.494907,36.266892,27.473146,29.538466,29.709964,35.578189,27.524347
0.104113,0,0,0.407138,0.270406,0.115868,0.269902,0.977952
2.22362,1.321989,2.24986,0.792692,0.648143,0.699079,2.468958,1.112905
4.031569,6.477922,1.885004,1.931098,0.158025,0.556252,1.147919,2.252309
15.194899,42.098269,31.907211,39.656569,29.670832,56.524702,27.134957,71.133501
6.575815,6.785655,5.831489,8.754615,5.965517,6.792068,7.1521,7.528599
0.093576,0.05033,0.077828,0.135212,0.039468,0,0.160001,0.300895
0.43112,1.069045,0.304604,1.262254,0.567549,0.450374,2.286396,1.559778
0.146328,0,0.121988,0.105701,0.247539,0,0.234458,0
0,0,0,0,0,0.130118,0,0
0,0,0,0,0.175903,0.368593,0,0
5.743606,3.830327,5.262863,3.694269,5.169507,5.055139,6.481725,5.300421
12.406567,14.234896,15.873327,24.923158,13.399867,14.834446,15.955009,18.916523
8.174629,8.795719,16.324372,15.379891,9.252807,12.312486,5.494176,9.357272
0.100691,0.021641,0.083547,0.058206,0.084707,0.0567,0.091879,0.064787
0,0,0.223186,0,0,0,0.407698,0.383668
15.861014,11.524563,14.296492,14.455677,18.537122,18.40827,15.924532,12.449303
5.982345,8.169932,8.756385,9.258156,11.12579,24.07257,8.989886,15.136188
8.791154,7.69266,12.67224,9.500388,11.588219,12.015912,13.221425,12.511697
0,0,0.201786,0,0.572471,0,0.759907,0
0.649439,0.526224,0.375258,0,0,0.228929,0.369215,0.173676
0.153021,0.165264,0.160769,0,0,0.323599,0.696086,0.491126
27.213878,38.926021,29.338338,74.222011,21.483002,39.574058,18.85766,45.922347
4.81777,3.011224,3.562028,3.708107,0.941271,3.328456,3.781831,6.036399
15.059399,6.347754,7.644375,19.577399,6.852753,19.729004,4.253572,13.551095
4.458314,2.82503,3.263262,0,1.476143,3.989223,4.259502,0.898123
100.445027,88.637368,68.598285,69.563593,71.776614,72.820144,99.191422,90.86281
4.978132,5.263091,2.968788,3.256351,3.662336,5.359165,7.058676,4.626899
3.901272,2.108558,2.207843,1.438623,4.232419,5.162231,1.946672,1.342122
2.658713,1.800377,0.319408,1.49218,1.067777,1.41905,2.851125,0.426039
12.233764,16.192575,11.248105,11.057574,5.36566,12.451142,10.787293,12.726981
13.217793,10.138375,11.824012,17.199837,12.877473,9.153942,16.081422,17.456956
16.376269,14.7983,15.291287,9.903567,16.44391,14.085126,13.677308,15.930615
8.766816,9.917453,8.388439,11.358372,9.481004,8.993756,8.662571,8.4215
0.211424,0.028407,0.153584,0,0.15573,0.018604,0.060279,0
0,0,0,0,0,0,0,0
5.270124,4.699956,6.664223,5.538872,4.535803,3.641584,5.768353,5.137913
10.539374,9.852825,9.178586,7.933566,9.522723,8.783578,10.612495,9.508054
28.672579,29.889133,28.619402,37.114811,30.299766,27.388993,25.530622,42.728359
61.221121,80.121378,60.534814,82.39943,74.085398,60.253065,42.122768,62.230705
34.102521,26.481159,36.099565,36.583888,35.149884,31.901801,32.859216,36.371848
12.113152,10.641585,11.191208,11.05738,11.826361,10.03236,11.524349,9.960387
0.298778,0,0.896891,1.456522,1.249668,0.837181,0.47868,0.775129
0,0,0,0,0,0.034111,0.092807,0.156467
0.093402,0.172019,0.372114,0.184969,0.053906,0.09862,0.186423,0.068617
6.066213,7.352737,4.59797,7.603191,6.229789,6.060586,3.487924,6.748649
0.437428,0.456718,0.901113,0.337311,0.540966,0.323644,0.977133,0.258125
4.426672,2.352334,2.67515,3.022573,3.807519,1.885411,4.28594,2.206904
0,0,0.246556,0.142889,0.446451,0.303321,0.27396,0
3.118733,4.994595,4.435272,2.579342,4.723439,5.838502,3.772638,5.378012
3.703615,2.428699,2.242226,1.667195,1.868501,1.40447,4.305276,3.686438
36.422568,26.718482,27.544245,26.303856,27.857089,21.873975,21.076699,26.747227
0,0.502852,0,0.67066,0,0.163883,0,0.496368
57.581832,60.292543,77.89203,63.008809,63.684913,69.031345,71.325167,86.965883
4.805257,5.451386,3.893399,5.658112,3.378073,4.525772,4.335585,6.561428
0,0,0,0,0,0,0,0
3.963313,3.002805,6.042781,3.458961,2.162943,2.853026,5.322477,3.480896
0,0,0.345003,0,0,0,0.457502,0
0.411714,0,0,0,0,0,0,0
0,0,0.018246,0,0,0,0,0
5.818586,5.130253,4.937409,6.826664,5.974901,9.033719,6.787223,7.397512
0,0,0,0,0,0.298775,0.379657,0
91.764769,110.844186,97.625842,109.401286,106.974788,109.477281,93.976368,110.266445
5.996238,8.332309,7.291592,9.566786,5.687979,9.593555,5.299759,10.048116
38.489919,33.660372,30.947517,27.220667,27.560439,33.945,31.866381,39.959412
0,0,0,0,0,0,0,0
20.10039,29.064074,22.239706,41.91194,29.559214,31.71712,40.730439,47.67916
0,0,0,0,0,0,0,0
15.029645,36.626504,9.472832,17.607424,10.411691,15.57072,12.442969,37.873434
0.03595,0.038657,0,0,0,0,0,0
35.64585,37.348161,37.153119,50.941447,46.499833,44.533933,34.859817,45.6116
11.918743,4.907713,10.311551,4.104493,12.272196,5.764106,9.758825,4.283676
0.666291,3.980402,1.076592,4.011705,0.935822,4.430143,0.759679,4.682545
2.623004,0.289879,2.548342,0,2.344117,0.706836,1.778214,0.289349
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
